student,currProb,course,session,priorTutorAction,reward,Interaction,hintCount,TotalTime,TotalPSTime,TotalWETime,avgstepTime,avgstepTimePS,stepTimeDeviation,symbolicRepresentationCount,englishSymbolicSwitchCount,Level,probDiff,difficultProblemCountSolved,difficultProblemCountWE,easyProblemCountSolved,easyProblemCountWE,probAlternate,easyProbAlternate,RuleTypesCount,UseCount,PrepCount,MorphCount,OptionalCount,NewLevel,SolvedPSInLevel,SeenWEinLevel,probIndexinLevel,probIndexPSinLevel,InterfaceErrorCount,RightApp,WrongApp,WrongSemanticsApp,WrongSyntaxApp,PrightAppRatio,RrightAppRatio,F1Score,FDActionCount,BDActionCount,DirectProofActionCount,InDirectProofActionCount,actionCount,UseWindowInfo,NonPSelements,AppCount,AppRatio,hintRatio,BlankRatio,HoverHintCount,SystemInfoHintCount,NextStepClickCountWE,PreviousStepClickCountWE,deletedApp,ruleScoreMP,ruleScoreDS,ruleScoreSIMP,ruleScoreMT,ruleScoreADD,ruleScoreCONJ,ruleScoreHS,ruleScoreCD,ruleScoreDN,ruleScoreDEM,ruleScoreIMPL,ruleScoreCONTRA,ruleScoreEQUIV,ruleScoreCOM,ruleScoreASSOC,ruleScoreDIST,ruleScoreABS,ruleScoreEXP,ruleScoreTAUT,cumul_Interaction,cumul_hintCount,cumul_TotalTime,cumul_TotalPSTime,cumul_TotalWETime,cumul_avgstepTime,cumul_avgstepTimeWE,cumul_avgstepTimePS,cumul_symbolicRepresentationCount,cumul_englishSymbolicSwitchCount,cumul_difficultProblemCountSolved,cumul_difficultProblemCountWE,cumul_easyProblemCountSolved,cumul_easyProblemCountWE,cumul_probAlternate,cumul_easyProbAlternate,cumul_RuleTypesCount,cumul_UseCount,cumul_PrepCount,cumul_MorphCount,cumul_OptionalCount,cumul_probIndexinLevel,cumul_InterfaceErrorCount,cumul_RightApp,cumul_WrongApp,cumul_WrongSemanticsApp,cumul_WrongSyntaxApp,cumul_PrightAppRatio,cumul_RrightAppRatio,cumul_F1Score,cumul_FDActionCount,cumul_BDActionCount,cumul_DirectProofActionCount,cumul_InDirectProofActionCount,cumul_actionCount,cumul_UseWindowInfo,cumul_NonPSelements,cumul_AppCount,cumul_AppRatio,cumul_hintRatio,cumul_BlankRatio,cumul_HoverHintCount,cumul_SystemInfoHintCount,cumul_NextStepClickCountWE,cumul_PreviousStepClickCountWE,cumul_deletedApp,CurrPro_NumProbRule,CurrPro_avgProbTime,CurrPro_avgProbTimePS,CurrPro_avgProbTimeDeviationPS,CurrPro_avgProbTimeWE,CurrPro_avgProbTimeDeviationWE,CurrPro_medianProbTime
006f-F14,6.1.1.0,226-001-BARNES-F14,1,WE,0.0,19,0,232.022,0.0,232.022,12.21168421,5.730519118,9.738307978,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0.166056337,0.0,0.323480324,16,0,16,0,16,0,16,0,0.0,0.0,1.0,0,0,12,4,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,19,0,232.022,0.0,232.022,12.21168421,12.21168421,6.100940583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.160948709,0.0,0.268913966,16,0,16,0,16,0,16,0,0.0,0.0,1.0,0,0,12,4,0,6,142.0847729,117.483358,185.2095986,20.56411654,40.87964397,78.412
006f-F14,6.1.2.0,226-001-BARNES-F14,1,WE,0.0,2,0,3.422,0.0,3.422,1.711,5.730519118,9.733985148,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.166056337,0.0,0.323480324,1,0,1,0,1,0,1,0,0.0,0.0,1.0,0,0,1,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,21,0,235.444,0.0,235.444,11.21161905,11.21161905,6.100940583,2,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0.160948709,0.0,0.268913966,17,0,17,0,17,0,17,0,0.0,0.0,1.0,0,0,13,4,0,5,112.6867266,102.5303282,313.4651755,7.518393939,16.41704625,5.8105
006f-F14,6.1.3.0,226-001-BARNES-F14,1,PS,62.2769753610874,65,0,353.914,353.914,0.0,5.524394059,5.730519118,10.26625576,2,0,6,1,1,0,0,0,0,0,3,6,7,7,0,0,0,0,2,0,11,16,4,1,3,0.285714286,1.220984799,0.323480324,56,0,56,0,56,0,0,56,1.0,0.0,0.0,3,0,0,0,1,0.993103663,0.065738333,0.999999468,0.069358455,0.850903355,0.497473313,0.427502674,0.011778234,0.938066832,0.98676951,0.99946439,0.024655882,0.043414419,0.024655882,0.01,0.013762156,0.01,0.01,0.01,86,0,589.358,353.914,235.444,5.869566985,5.24969423,6.100940583,4,0,1,2,0,0,0,0,3,6,7,7,0,2,15,16,4,1,3,0.285714286,0.903342333,0.268913966,73,0,73,0,73,0,17,56,0.767123288,0.0,0.232876712,3,0,13,4,1,8,457.3999871,457.3999871,605.6075083,0.0,0.0,303.571
0072-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,33,0,131.961,131.961,0.0,3.998818182,3.998818182,7.171913317,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,22,0,1,0,1,0.0,0.0,0.323480324,10,1,11,0,11,0,6,5,0.454545455,0.0,0.545454545,0,2,0,0,0,0.01,0.01,0.01,0.01,0.011340922,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,33,0,131.961,131.961,0.0,3.998818182,5.24969423,3.998818182,0,2,0,0,0,0,0,0,1,0,1,0,0,0,22,0,1,0,1,0.0,0.0,0.268913966,10,1,11,0,11,0,6,5,0.454545455,0.0,0.545454545,0,2,0,0,0,3,472.5291424,402.2476603,754.2226573,48.0436209,85.89333199,226.8775
0072-F14,1.0.2.0,226-001-BARNES-F14,1,WE,0.0,139,0,513.683,425.015,88.668,3.617485915,4.086682692,6.739249786,1,0,1,0,0,0,0,0,0,0,3,2,14,0,2,0,1,1,1,0,25,6,12,11,1,0.065934066,2.0,0.127659574,117,0,117,0,117,0,26,91,0.777777778,0.0,0.222222222,27,0,9,17,3,0.039311765,0.039311765,0.087808665,0.01,0.011340922,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.027247848,0.01,0.01,0.01,172,0,645.644,556.976,88.668,3.689394286,2.333368421,4.065518248,0,2,0,0,0,0,0,0,3,2,15,0,2,1,47,6,13,11,2,0.0625,0.857142857,0.116504854,127,1,128,0,128,0,32,96,0.75,0.0,0.25,27,2,9,17,3,3,167.9528131,136.6535636,325.6199227,25.72711272,44.42744607,81.495
0072-F14,1.0.3.0,226-001-BARNES-F14,2,WE,0.0,27,0,84.001,0.0,84.001,3.111148148,5.730519118,6.716670008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,10,0,0,0,0,0.0,0.0,0.323480324,17,0,17,0,17,0,15,2,0.117647059,0.0,0.882352941,0,0,9,6,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,199,0,729.645,556.976,172.669,3.61210396,2.656446154,4.065518248,0,2,0,0,0,0,0,0,3,2,15,0,2,2,57,6,13,11,2,0.06122449,0.545454545,0.110091743,144,1,145,0,145,0,47,98,0.675862069,0.0,0.324137931,27,2,18,23,3,4,572.535163,522.2272823,1017.360329,23.75181108,45.74223636,124.365
0072-F14,1.0.4.0,226-001-BARNES-F14,2,PS,0.0,88,0,421.065,421.065,0.0,4.784829545,4.784829545,7.995968761,1,0,1,0,0,0,0,0,0,0,4,3,8,2,4,0,0,0,3,2,15,5,12,8,4,0.070422535,1.25,0.133333333,73,0,73,0,73,0,2,71,0.97260274,0.0,0.02739726,29,0,0,0,0,0.118945582,0.073338722,0.087808665,0.01,0.064887779,0.01,0.01,0.01,0.01,0.01,0.011522626,0.01,0.01,0.01,0.01,0.011556574,0.01,0.01,0.01,287,0,1150.71,978.041,172.669,3.967965517,2.656446154,4.346848889,0,2,0,0,0,0,0,0,4,5,23,2,6,3,72,11,25,19,6,0.065088757,0.733333333,0.119565217,217,1,218,0,218,0,49,169,0.775229358,0.0,0.224770642,56,2,18,23,3,4,252.0669214,252.0669214,419.3237917,0.0,0.0,119.459
0072-F14,1.0.1.0,226-001-BARNES-F14,2,PS,0.0,3,0,69.443,69.443,0.0,23.14766667,23.14766667,8.85457148,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0.0,0.0,0.323480324,2,0,2,0,2,0,1,1,0.5,0.0,0.5,1,0,0,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,290,0,1220.153,1047.484,172.669,4.16434471,2.656446154,4.59422807,0,2,0,0,0,0,0,0,4,5,23,2,6,4,73,11,25,19,6,0.064705882,0.578947368,0.116402116,219,1,220,0,220,0,50,170,0.772727273,0.0,0.227272727,57,2,18,23,3,3,472.5291424,402.2476603,754.2226573,48.0436209,85.89333199,226.8775
0072-F14,1.0.1.0,226-001-BARNES-F14,2,PS,0.0,481,18,2768.445,2768.445,0.0,5.684691992,5.684691992,11.31056973,1,0,1,0,0,0,0,0,0,0,4,41,16,15,10,0,1,0,4,2,108,22,60,49,11,0.061797753,5.5,0.122222222,376,3,379,0,379,2,23,356,0.939313984,0.047493404,0.060686016,85,2,0,0,6,0.133041326,0.011936837,0.191479353,0.011522626,0.01186827,0.013713157,0.011622912,0.011522626,0.024655882,0.01,0.011553463,0.024655882,0.01,0.024655882,0.011340922,0.011551155,0.01,0.011340922,0.01,772,18,3989.121,3816.452,172.669,5.107709347,2.656446154,5.330240223,0,2,0,0,0,0,0,0,4,46,39,17,16,4,181,33,85,68,17,0.062737643,1.222222222,0.119349005,596,4,600,0,600,2,74,526,0.876666667,0.03,0.123333333,142,4,18,23,9,3,472.5291424,402.2476603,754.2226573,48.0436209,85.89333199,226.8775
0072-F14,1.0.4.0,226-001-BARNES-F14,5,PS,-34.8684210526316,54,0,185.641,185.641,0.0,3.256859649,3.256859649,10.63475038,1,0,1,0,0,0,0,0,0,0,3,2,4,3,0,0,0,0,1,1,21,6,3,2,1,0.166666667,1.5,0.3,36,0,36,0,36,0,0,36,1.0,0.0,0.0,11,0,0,0,0,0.596470378,0.011936837,0.423454123,0.011522626,0.044047473,0.013713157,0.011622912,0.011522626,0.052450453,0.01,0.011551468,0.052450453,0.01,0.024655882,0.011340922,0.011551155,0.01,0.011340922,0.01,826,18,4174.762,4002.093,172.669,4.981816229,2.656446154,5.177351876,0,2,0,0,0,0,0,0,4,48,43,20,16,1,202,39,88,70,18,0.069395018,1.258064516,0.13153457,632,4,636,0,636,2,74,562,0.883647799,0.028301887,0.116352201,153,4,18,23,9,4,252.0669214,252.0669214,419.3237917,0.0,0.0,119.459
0072-F14,2.1.1.0,226-001-BARNES-F14,5,WE,0.0,28,0,114.144,0.0,114.144,4.076571429,5.730519118,10.63475038,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0.166056337,0.0,0.323480324,25,0,25,0,25,0,25,0,0.0,0.0,1.0,0,0,16,9,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,28,0,114.144,0.0,114.144,4.076571429,4.076571429,6.100940583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0.160948709,0.0,0.268913966,25,0,25,0,25,0,25,0,0.0,0.0,1.0,0,0,16,9,0,4,366.135642,318.9324098,568.136864,32.95672242,55.10625694,152.054
0072-F14,2.1.2.0,226-001-BARNES-F14,5,WE,0.0,6,0,3.588,0.0,3.588,0.598,5.730519118,10.62452155,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.166056337,0.0,0.323480324,5,0,5,0,5,0,5,0,0.0,0.0,1.0,0,0,5,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,34,0,117.732,0.0,117.732,3.462705882,3.462705882,6.100940583,2,0,0,2,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0.160948709,0.0,0.268913966,30,0,30,0,30,0,30,0,0.0,0.0,1.0,0,0,21,9,0,4,215.5316966,166.3043781,514.1781711,37.43865714,50.54714033,64.568
0072-F14,2.1.3.0,226-001-BARNES-F14,5,PS,-23.4509066784608,205,0,1163.47,1163.47,0.0,5.566842105,5.566842105,10.20208241,1,0,2,1,1,0,0,0,0,0,3,16,6,27,0,0,0,0,2,0,45,13,36,23,13,0.079268293,2.6,0.153846154,163,1,164,0,164,0,0,164,1.0,0.0,0.0,29,0,0,0,2,0.034792469,0.011603522,0.523243293,0.011541955,0.016098916,0.045744665,0.014947081,0.011551084,0.011658102,0.011547283,0.027653306,0.775962496,0.011340922,0.024655882,0.011340922,0.011551155,0.01,0.011340922,0.01,239,0,1281.202,1163.47,117.732,5.272436214,3.462705882,5.566842105,3,0,1,2,0,0,0,0,3,16,6,27,0,2,49,13,36,23,13,0.079268293,0.866666667,0.145251397,193,1,194,0,194,0,30,164,0.845360825,0.0,0.154639175,29,0,21,9,2,4,225.4508831,225.4508831,312.2420144,0.0,0.0,126.088
0072-F14,3.1.1.0,226-001-BARNES-F14,6,WE,0.0,10,0,43.762,0.0,43.762,4.3762,5.730519118,10.18032226,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.166056337,0.0,0.323480324,9,0,9,0,9,0,9,0,0.0,0.0,1.0,0,0,9,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,10,0,43.762,0.0,43.762,4.3762,4.3762,6.100940583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.160948709,0.0,0.268913966,9,0,9,0,9,0,9,0,0.0,0.0,1.0,0,0,9,0,0,4,506.9877537,465.9649527,877.4636507,26.39029352,48.64787226,148.718
0072-F14,3.1.2.0,226-001-BARNES-F14,6,PS,0.0,260,1,1510.255,1510.255,0.0,5.786417625,5.786417625,10.45957254,1,0,3,1,1,0,0,0,0,0,4,7,8,38,1,0,1,0,1,0,52,18,36,25,11,0.086538462,2.25,0.166666667,206,3,209,0,209,0,1,208,0.995215311,0.004784689,0.004784689,37,0,0,0,10,0.72607291,0.011603522,0.532634237,0.011541955,0.148568933,0.135273507,0.034168636,0.011551084,0.011565672,0.011551155,0.027653306,0.952392255,0.011522626,0.024655882,0.011340922,0.011551155,0.011340922,0.011340922,0.01,270,1,1554.017,1510.255,43.762,5.734380074,4.3762,5.786417625,2,0,1,1,0,0,0,0,4,7,8,38,1,1,53,18,36,25,11,0.086538462,1.2,0.161434978,215,3,218,0,218,0,10,208,0.95412844,0.004587156,0.04587156,37,0,9,0,10,6,224.5486218,171.9041423,453.1682347,40.45118699,60.599419,68.9985
0072-F14,3.1.3.0,226-001-BARNES-F14,6,PS,58.513502488374,41,0,193.979,193.979,0.0,4.408613636,4.408613636,10.23545799,1,0,3,1,1,0,0,0,0,0,2,3,7,0,0,0,0,0,2,2,11,7,3,2,1,0.212121212,1.0,0.35,33,0,33,0,33,0,0,33,1.0,0.0,0.0,1,0,0,0,0,0.891030135,0.043905003,0.82961624,0.043729181,0.239417849,0.222479063,0.034168636,0.011551084,0.011565672,0.011551155,0.027653306,0.952392255,0.011522626,0.024655882,0.011340922,0.011551155,0.011340922,0.011340922,0.01,311,1,1747.996,1704.234,43.762,5.549193651,4.3762,5.587652459,3,0,2,1,0,0,0,0,4,10,15,38,1,2,64,25,39,27,12,0.10373444,1.136363636,0.190114068,248,3,251,0,251,0,10,241,0.960159363,0.003984064,0.039840637,38,0,9,0,10,6,304.7160905,304.7082155,374.6966858,0.007081395,0.113744052,179.1665
0072-F14,4.1.1.0,226-001-BARNES-F14,6,PS,0.0,206,9,1263.868,1263.868,0.0,6.047215311,6.047215311,18.35314456,1,0,4,1,1,0,0,0,0,0,3,7,9,0,4,1,1,0,0,0,44,7,13,9,4,0.044871795,1.166666667,0.086419753,165,0,165,0,165,0,9,156,0.945454545,0.054545455,0.054545455,85,0,0,0,1,0.14814955,0.130643684,0.633108066,0.079916994,0.050639551,0.023473101,0.270517696,0.011551084,0.011565672,0.011551155,0.027653306,0.952392255,0.011522626,0.024655882,0.011340922,0.011551155,0.011340922,0.011547283,0.011522626,206,9,1263.868,1263.868,0.0,6.047215311,5.24969423,6.047215311,1,0,1,0,0,0,0,0,3,7,9,0,4,0,44,7,13,9,4,0.044871795,1.166666667,0.086419753,165,0,165,0,165,0,9,156,0.945454545,0.054545455,0.054545455,85,0,0,0,1,4,164.8392672,125.7966863,260.6786393,31.91924912,60.61856213,99.6955
0072-F14,4.1.2.0,226-001-BARNES-F14,7,WE,0.0,10,0,130.956,0.0,130.956,13.0956,5.730519118,18.06750025,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0.166056337,0.0,0.323480324,8,0,8,0,8,0,8,0,0.0,0.0,1.0,0,0,8,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,216,9,1394.824,1263.868,130.956,6.369059361,13.0956,6.047215311,2,0,1,1,0,0,0,0,3,7,9,0,4,1,46,7,13,9,4,0.044871795,0.583333333,0.083333333,173,0,173,0,173,0,17,156,0.901734104,0.052023121,0.098265896,85,0,8,0,1,5,264.2295038,213.6990389,510.6006303,33.5009639,54.88639744,63.2005
0072-F14,4.1.3.0,226-001-BARNES-F14,7,PS,-58.4084604715674,746,0,2750.785,2750.785,0.0,3.667713333,3.667713333,7.154406439,1,0,4,1,1,0,0,0,0,0,4,44,10,15,9,0,0,0,2,1,144,21,57,34,23,0.034653465,3.5,0.068627451,606,0,606,0,606,0,0,606,1.0,0.0,0.0,281,0,0,0,16,0.011755201,0.011892221,0.920571991,0.011554553,0.050639551,0.157312338,0.778175676,0.011551115,0.027681295,0.01376985,0.125268946,0.9788706,0.011551084,0.024655882,0.011551084,0.011852918,0.011522626,0.01155063,0.011522626,962,9,4145.609,4014.653,130.956,4.278234262,13.0956,4.186290928,3,0,2,1,0,0,0,0,4,51,19,15,13,2,190,28,70,43,27,0.036745407,1.555555556,0.071794872,779,0,779,0,779,0,17,762,0.97817715,0.011553273,0.02182285,366,0,8,0,17,5,705.756679,705.756679,623.5281073,0.0,0.0,506.664
0072-F14,5.1.1.0,226-001-BARNES-F14,8,WE,0.0,8,0,48.777,0.0,48.777,6.097125,5.730519118,7.149353977,1,0,5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0.166056337,0.0,0.323480324,7,0,7,0,7,0,7,0,0.0,0.0,1.0,0,0,7,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,8,0,48.777,0.0,48.777,6.097125,6.097125,6.100940583,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.160948709,0.0,0.268913966,7,0,7,0,7,0,7,0,0.0,0.0,1.0,0,0,7,0,0,5,136.7717735,113.2824938,220.7980538,18.59096443,32.38021109,67.9345
0072-F14,5.1.2.0,226-001-BARNES-F14,8,PS,0.0,120,2,260.439,260.439,0.0,2.15238843,2.15238843,6.563632034,1,0,5,1,1,0,0,0,0,0,4,4,6,7,2,0,1,0,1,0,22,8,11,4,7,0.082474227,1.0,0.152380952,99,0,99,0,99,0,2,97,0.97979798,0.02020202,0.02020202,21,0,0,0,3,0.131101395,0.011597462,0.905564462,0.011554553,0.050639551,0.07031117,0.778175676,0.011551115,0.038358099,0.047345851,0.309263464,0.9788706,0.011551084,0.024655882,0.011551084,0.011556716,0.011522626,0.01155063,0.011522626,128,2,309.216,260.439,48.777,2.397023256,6.097125,2.15238843,2,0,1,1,0,0,0,0,4,4,6,7,2,1,23,8,11,4,7,0.082474227,0.615384615,0.145454545,106,0,106,0,106,0,9,97,0.91509434,0.018867925,0.08490566,21,0,7,0,3,6,88.52143265,58.20607937,172.7969031,27.74632016,35.8557963,41.78
0072-F14,5.1.3.0,226-001-BARNES-F14,8,PS,9.6975393028026,199,0,704.194,704.194,0.0,3.486108911,3.486108911,6.506646167,1,0,5,1,1,0,0,0,0,0,3,13,0,14,4,0,0,0,2,2,33,9,22,9,13,0.053254438,1.5,0.102857143,169,0,169,0,169,0,0,169,1.0,0.0,0.0,27,0,0,0,10,0.027653336,0.011552008,0.905564462,0.011554553,0.050639551,0.07031117,0.761808565,0.011551115,0.015282437,0.244738441,0.681661197,0.9788706,0.011551084,0.024655882,0.011551084,0.01155191,0.011522626,0.011551154,0.011522626,327,2,1013.41,964.633,48.777,3.061661631,6.097125,2.986479876,3,0,2,1,0,0,0,0,4,17,6,21,6,2,56,17,33,13,20,0.063909774,0.894736842,0.119298246,275,0,275,0,275,0,9,266,0.967272727,0.007272727,0.032727273,48,0,7,0,13,5,537.6418304,537.6411391,788.7727724,0.00060687,0.009823053,354.852
0072-F14,6.1.1.0,226-001-BARNES-F14,8,PS,0.0,30,0,131.196,131.196,0.0,4.099875,4.099875,6.498059534,1,0,6,1,1,0,0,0,0,0,2,2,0,7,0,1,1,0,0,0,4,5,4,3,1,0.178571429,0.714285714,0.285714286,28,0,28,0,28,0,0,28,1.0,0.0,0.0,1,0,0,0,0,0.027653336,0.011552008,0.905564462,0.011554553,0.050639551,0.07031117,0.887357537,0.011551115,0.05433473,0.244738441,0.49887321,0.9788706,0.011551084,0.024655882,0.011551084,0.01155191,0.011522626,0.011551154,0.011522626,30,0,131.196,131.196,0.0,4.099875,5.24969423,4.099875,1,0,1,0,0,0,0,0,2,2,0,7,0,0,4,5,4,3,1,0.178571429,0.714285714,0.285714286,28,0,28,0,28,0,0,28,1.0,0.0,0.0,1,0,0,0,0,6,142.0847729,117.483358,185.2095986,20.56411654,40.87964397,78.412
0072-F14,6.1.2.0,226-001-BARNES-F14,8,WE,0.0,3,0,4.652,0.0,4.652,1.550666667,5.730519118,6.495410087,1,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.166056337,0.0,0.323480324,2,0,2,0,2,0,2,0,0.0,0.0,1.0,0,0,2,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,33,0,135.848,131.196,4.652,3.881371429,1.550666667,4.099875,2,0,1,1,0,0,0,0,2,2,0,7,0,1,5,5,4,3,1,0.178571429,0.384615385,0.243902439,30,0,30,0,30,0,2,28,0.933333333,0.0,0.066666667,1,0,2,0,0,5,112.6867266,102.5303282,313.4651755,7.518393939,16.41704625,5.8105
0072-F14,6.1.3.0,226-001-BARNES-F14,8,PS,43.656933327371,106,0,279.188,279.188,0.0,5.524394059,5.730519118,10.26625576,2,0,6,1,1,0,0,0,0,0,3,7,6,11,0,0,0,0,2,1,22,14,10,6,4,0.162790698,1.220984799,0.323480324,86,0,86,0,86,0,0,86,1.0,0.0,0.0,6,0,0,0,2,0.151168899,0.011552008,0.996482321,0.011551616,0.099040307,0.133776189,0.887357537,0.011551115,0.065994121,0.749615476,0.904451015,0.9788706,0.043755252,0.024655882,0.011551084,0.01155191,0.011522626,0.011551154,0.011522626,139,0,415.036,410.384,4.652,5.869566985,5.24969423,6.100940583,4,0,2,1,0,0,0,0,3,9,6,18,0,2,27,19,14,9,5,0.166666667,0.903342333,0.268913966,116,0,116,0,116,0,2,114,0.982758621,0.0,0.017241379,7,0,2,0,2,8,457.3999871,457.3999871,605.6075083,0.0,0.0,303.571
0079-F14,1.0.1.0,226-001-BARNES-F14,1,PS,0.0,165,9,1018.814,1018.814,0.0,6.174630303,6.174630303,12.06243022,0,4,1,0,0,0,0,0,0,0,4,9,3,10,1,1,0,0,0,0,44,7,16,13,3,0.064220183,1.75,0.123893805,120,1,121,0,121,0,12,109,0.900826446,0.074380165,0.099173554,9,0,0,0,3,0.010670461,0.021529617,0.027365223,0.01,0.01,0.011340922,0.011522626,0.011340922,0.01,0.012338528,0.015520626,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.011340922,165,9,1018.814,1018.814,0.0,6.174630303,5.24969423,6.174630303,0,4,0,0,0,0,0,0,4,9,3,10,1,0,44,7,16,13,3,0.064220183,1.75,0.123893805,120,1,121,0,121,0,12,109,0.900826446,0.074380165,0.099173554,9,0,0,0,3,3,472.5291424,402.2476603,754.2226573,48.0436209,85.89333199,226.8775
0079-F14,1.0.2.0,226-001-BARNES-F14,1,PS,0.0,74,10,368.323,368.323,0.0,4.846355263,4.846355263,11.30850496,1,0,1,0,0,0,0,0,0,0,2,8,5,0,0,0,1,0,1,0,10,4,9,6,3,0.072727273,1.333333333,0.137931034,66,0,66,0,66,0,11,55,0.833333333,0.151515152,0.166666667,19,0,0,0,0,0.041235801,0.071707219,0.083091232,0.011551084,0.01,0.011340922,0.011547283,0.011340922,0.01,0.012338528,0.015520626,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.011340922,239,19,1387.137,1387.137,0.0,5.755755187,5.24969423,5.755755187,0,4,0,0,0,0,0,0,4,17,8,10,1,1,54,11,25,19,6,0.067073171,1.571428571,0.128654971,186,1,187,0,187,0,23,164,0.877005348,0.101604278,0.122994652,28,0,0,0,3,3,167.9528131,136.6535636,325.6199227,25.72711272,44.42744607,81.495
0079-F14,1.0.3.0,226-001-BARNES-F14,1,WE,0.0,7,0,168.023,0.0,168.023,24.00328571,5.730519118,11.29090535,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0.166056337,0.0,0.323480324,5,0,5,0,5,0,5,0,0.0,0.0,1.0,0,0,5,0,0,0.418941423,0.288451181,0.718127592,0.218331714,0.330663801,0.283242086,0.220613511,0.031434892,0.201765001,0.171641868,0.285440643,0.180285811,0.034150674,0.10223484,0.015709939,0.02269319,0.011597411,0.011823916,0.01206554,246,19,1555.16,1387.137,168.023,6.270806452,24.00328571,5.755755187,0,4,0,0,0,0,0,0,4,17,8,10,1,2,56,11,25,19,6,0.067073171,1.0,0.125714286,191,1,192,0,192,0,28,164,0.854166667,0.098958333,0.145833333,28,0,5,0,3,4,572.535163,522.2272823,1017.360329,23.75181108,45.74223636,124.365
